Year,State,Total,Total minus Unknown,Type,By Type
2015,South Dakota,12,11,Rifle,1
2015,South Dakota,12,11,Shotgun,5
2015,South Dakota,12,11,Unknown,1
2015,Tennessee,297,224,Handgun,204
2015,Tennessee,297,224,Rifle,13
2015,Tennessee,297,224,Shotgun,7
2015,Tennessee,297,224,Unknown,73
2015,Texas,906,665,Handgun,610
2015,Texas,906,665,Rifle,19
2015,Texas,906,665,Shotgun,36
2015,Texas,906,665,Unknown,241
2015,U.S. Virgin Islands,26,13,Handgun,12
2015,U.S. Virgin Islands,26,13,Rifle,1
2015,U.S. Virgin Islands,26,13,Shotgun,0
2015,U.S. Virgin Islands,26,13,Unknown,13
2015,Utah,34,28,Handgun,26
2015,Utah,34,28,Rifle,2
2015,Utah,34,28,Shotgun,0
2015,Utah,34,28,Unknown,6
2015,Vermont,8,6,Handgun,2
2015,Vermont,8,6,Rifle,4
2015,Vermont,8,6,Shotgun,0
2015,Vermont,8,6,Unknown,2
2015,Virginia,275,161,Handgun,148
2015,Virginia,275,161,Rifle,6
2015,Virginia,275,161,Shotgun,7
2015,Virginia,275,161,Unknown,114
2015,Washington,141,92,Handgun,84
2015,Washington,141,92,Rifle,3
2015,Washington,141,92,Shotgun,5
2015,Washington,141,92,Unknown,49
2015,West Virginia,30,21,Handgun,19
2015,West Virginia,30,21,Rifle,1
2015,West Virginia,30,21,Shotgun,1
2015,West Virginia,30,21,Unknown,9
2015,Wisconsin,170,131,Handgun,122
2015,Wisconsin,170,131,Rifle,5
2015,Wisconsin,170,131,Shotgun,4
2015,Wisconsin,170,131,Unknown,39
2015,Wyoming,10,7,Handgun,4
2015,Wyoming,10,7,Rifle,0
2015,Wyoming,10,7,Shotgun,3
2015,Wyoming,10,7,Unknown,3
2016,Alaska,43,17,Handgun,12
2016,Alaska,43,17,Rifle,4
2016,Alaska,43,17,Shotgun,1
2016,Alaska,43,17,Unknown,26
2016,Arizona,227,182,Handgun,156
2016,Arizona,227,182,Rifle,16
2016,Arizona,227,182,Shotgun,10
2016,Arizona,227,182,Unknown,45
2016,Arkansas,151,86,Handgun,72
2016,Arkansas,151,86,Rifle,11
2016,Arkansas,151,86,Shotgun,3
2016,Arkansas,151,86,Unknown,65
2016,California,1368,1003,Handgun,930
2016,California,1368,1003,Rifle,37
2016,California,1368,1003,Shotgun,36
2016,California,1368,1003,Unknown,365
2016,Colorado,136,95,Handgun,87
2016,Colorado,136,95,Rifle,4
2016,Colorado,136,95,Shotgun,4
2016,Colorado,136,95,Unknown,41
2016,Connecticut,48,25,Handgun,24
2016,Connecticut,48,25,Rifle,0
2016,Connecticut,48,25,Shotgun,1
2016,Connecticut,48,25,Unknown,23
2016,Delaware,41,17,Handgun,17
2016,Delaware,41,17,Rifle,0
2016,Delaware,41,17,Shotgun,0
2016,Delaware,41,17,Unknown,24
2016,District of Columbia,105,105,Handgun,105
2016,District of Columbia,105,105,Rifle,0
2016,District of Columbia,105,105,Shotgun,0
2016,District of Columbia,105,105,Unknown,0
2016,Georgia,522,455,Handgun,421
2016,Georgia,522,455,Rifle,20
2016,Georgia,522,455,Shotgun,14
2016,Georgia,522,455,Unknown,67
2016,Hawaii,19,17,Handgun,12
2016,Hawaii,19,17,Rifle,3
2016,Hawaii,19,17,Shotgun,2
2016,Hawaii,19,17,Unknown,2
2016,Idaho,17,14,Handgun,13
2016,Idaho,17,14,Rifle,1
2016,Idaho,17,14,Shotgun,0
2016,Idaho,17,14,Unknown,3
2016,Illinois,799,747,Handgun,728
2016,Illinois,799,747,Rifle,14
2016,Illinois,799,747,Shotgun,5
2016,Illinois,799,747,Unknown,52
2016,Indiana,287,183,Handgun,169
2016,Indiana,287,183,Rifle,12
2016,Indiana,287,183,Shotgun,2
2016,Indiana,287,183,Unknown,104
2016,Iowa,43,28,Handgun,25
2016,Iowa,43,28,Rifle,2
2016,Iowa,43,28,Shotgun,1
2016,Iowa,43,28,Unknown,15
2016,Kansas,61,49,Handgun,43
2016,Kansas,61,49,Rifle,5
2016,Kansas,61,49,Shotgun,1
2016,Kansas,61,49,Unknown,12
2016,Kentucky,207,158,Handgun,143
2016,Kentucky,207,158,Rifle,7
2016,Kentucky,207,158,Shotgun,8
2016,Kentucky,207,158,Unknown,49
2016,Louisiana,445,252,Handgun,219
2016,Louisiana,445,252,Rifle,26
2016,Louisiana,445,252,Shotgun,7
2016,Louisiana,445,252,Unknown,193
2016,Maine,11,6,Handgun,2
2016,Maine,11,6,Rifle,1
2016,Maine,11,6,Shotgun,3
2016,Maine,11,6,Unknown,5
2016,Maryland,328,314,Handgun,309
2016,Maryland,328,314,Rifle,2
2016,Maryland,328,314,Shotgun,3
2016,Maryland,328,314,Unknown,14
2016,Massachusetts,85,34,Handgun,34
2016,Massachusetts,85,34,Rifle,0
2016,Massachusetts,85,34,Shotgun,0
2016,Massachusetts,85,34,Unknown,51
2016,Michigan,443,218,Handgun,191
2016,Michigan,443,218,Rifle,15
2016,Michigan,443,218,Shotgun,12
2016,Michigan,443,218,Unknown,225
2016,Minnesota,60,45,Handgun,42
2016,Minnesota,60,45,Rifle,2
2016,Minnesota,60,45,Shotgun,1
2016,Minnesota,60,45,Unknown,15
2016,Mississippi,128,111,Handgun,101
2016,Mississippi,128,111,Rifle,4
2016,Mississippi,128,111,Shotgun,6
2016,Mississippi,128,111,Unknown,17
2016,Missouri,437,240,Handgun,211
2016,Missouri,437,240,Rifle,23
2016,Missouri,437,240,Shotgun,6
2016,Missouri,437,240,Unknown,197
2016,Montana,17,13,Handgun,6
2016,Montana,17,13,Rifle,4
2016,Montana,17,13,Shotgun,3
2016,Montana,17,13,Unknown,4
2016,Nebraska,30,30,Handgun,30
2016,Nebraska,30,30,Rifle,0
2016,Nebraska,30,30,Shotgun,0
2016,Nebraska,30,30,Unknown,0
2016,Nevada,141,23,Handgun,21
2016,Nevada,141,23,Rifle,2
2016,Nevada,141,23,Shotgun,0
2016,Nevada,141,23,Unknown,118
2016,New Hampshire,8,6,Handgun,4
2016,New Hampshire,8,6,Rifle,1
2016,New Hampshire,8,6,Shotgun,1
2016,New Hampshire,8,6,Unknown,2
2016,New Jersey,278,216,Handgun,212
2016,New Jersey,278,216,Rifle,1
2016,New Jersey,278,216,Shotgun,3
2016,New Jersey,278,216,Unknown,62
2016,New Mexico,60,14,Handgun,13
2016,New Mexico,60,14,Rifle,1
2016,New Mexico,60,14,Shotgun,0
2016,New Mexico,60,14,Unknown,46
2016,New York,367,316,Handgun,305
2016,New York,367,316,Rifle,2
2016,New York,367,316,Shotgun,9
2016,New York,367,316,Unknown,51
2016,North Carolina,421,304,Handgun,262
2016,North Carolina,421,304,Rifle,20
2016,North Carolina,421,304,Shotgun,22
2016,North Carolina,421,304,Unknown,117
2016,North Dakota,8,7,Handgun,5
2016,North Dakota,8,7,Rifle,2
2016,North Dakota,8,7,Shotgun,0
2016,North Dakota,8,7,Unknown,1
2016,Ohio,452,212,Handgun,197
2016,Ohio,452,212,Rifle,7
2016,Ohio,452,212,Shotgun,8
2016,Ohio,452,212,Unknown,240
2016,Oklahoma,171,153,Handgun,135
2016,Oklahoma,171,153,Rifle,9
2016,Oklahoma,171,153,Shotgun,9
2016,Oklahoma,171,153,Unknown,18
2016,Oregon,51,39,Handgun,32
2016,Oregon,51,39,Rifle,6
2016,Oregon,51,39,Shotgun,1
2016,Oregon,51,39,Unknown,12
2016,Pennsylvania,486,417,Handgun,395
2016,Pennsylvania,486,417,Rifle,10
2016,Pennsylvania,486,417,Shotgun,12
2016,Pennsylvania,486,417,Unknown,69
2016,Rhode Island,12,5,Handgun,5
2016,Rhode Island,12,5,Rifle,0
2016,Rhode Island,12,5,Shotgun,0
2016,Rhode Island,12,5,Unknown,7
2016,South Carolina,281,188,Handgun,172
2016,South Carolina,281,188,Rifle,7
2016,South Carolina,281,188,Shotgun,9
2016,South Carolina,281,188,Unknown,93
2016,South Dakota,7,7,Handgun,7
2016,South Dakota,7,7,Rifle,0
2016,South Dakota,7,7,Shotgun,0
2016,South Dakota,7,7,Unknown,0
2016,Tennessee,356,219,Handgun,202
2016,Tennessee,356,219,Rifle,10
2016,Tennessee,356,219,Shotgun,7
2016,Tennessee,356,219,Unknown,137
2016,Texas,1066,712,Handgun,630
2016,Texas,1066,712,Rifle,51
2016,Texas,1066,712,Shotgun,31
2016,Texas,1066,712,Unknown,354
2016,U.S. Virgin Islands,34,3,Handgun,3
2016,U.S. Virgin Islands,34,3,Rifle,0
2016,U.S. Virgin Islands,34,3,Shotgun,0
2016,U.S. Virgin Islands,34,3,Unknown,31
2016,Utah,42,32,Handgun,31
2016,Utah,42,32,Rifle,1
2016,Utah,42,32,Shotgun,0
2016,Utah,42,32,Unknown,10
2016,Vermont,6,5,Handgun,2
2016,Vermont,6,5,Rifle,2
2016,Vermont,6,5,Shotgun,1
2016,Vermont,6,5,Unknown,1
2016,Virginia,352,171,Handgun,151
2016,Virginia,352,171,Rifle,10
2016,Virginia,352,171,Shotgun,10
2016,Virginia,352,171,Unknown,181
2016,Washington,127,85,Handgun,69
2016,Washington,127,85,Rifle,11
2016,Washington,127,85,Shotgun,5
2016,Washington,127,85,Unknown,42
2016,West Virginia,47,32,Handgun,30
2016,West Virginia,47,32,Rifle,2
2016,West Virginia,47,32,Shotgun,0
2016,West Virginia,47,32,Unknown,15
2016,Wisconsin,166,129,Handgun,119
2016,Wisconsin,166,129,Rifle,6
2016,Wisconsin,166,129,Shotgun,4
2016,Wisconsin,166,129,Unknown,37
2016,Wyoming,6,2,Handgun,1
2016,Wyoming,6,2,Rifle,0
2016,Wyoming,6,2,Shotgun,1
2016,Wyoming,6,2,Unknown,4
